Left Lane Curve Radius, Right Lane Curve Radius, Car Distance from Center of Lane
719.454802197,449.668958887,0.0607516483632
835.571264821,972.984302487,0.176749341929
1062.93325828,959.025543633,0.135703273989
1134.25819125,613.22846048,0.00271537012234
1167.33791796,731.663538346,0.0236398932973
1090.4225466,1333.70444309,0.127773679769
1107.31620554,5939.73152534,0.215477532206
1203.73069947,4129.84461746,0.26877518935
904.252287729,3189.85121188,0.331809491631
761.043100387,9708.48241299,0.319610434369
998.658241297,32326.7116919,0.25004594975
789.395008016,1728.57540059,0.184092666173
699.065697872,3265.76113305,0.278106520048
1057.08521136,6051.89694801,0.270775319859
1210.78136446,1895.75116716,0.328194011087
993.694569575,75347.0969474,0.26367521459
1232.75522523,1701.76261936,0.362757639934
1624.95366754,4450.66257503,0.192590777152
1492.2326652,832.905445857,0.0563537755258
1548.31054465,13015.1206574,0.262441010125
1422.74918969,3056.70566211,0.224962260683
1444.60936913,3649.78422734,0.189741278618
1558.51878794,2857.68479254,0.118772053534
1136.65158789,4309.38610143,0.180919318974
1427.8258892,3010.2705186,0.132835297244
1272.39355472,1496.55295244,0.0965069626971
